date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2023-06-07,26347.09,26845.0,26212.63,26506.7,26345.998047,19530045082,19530045082,159.61,0.6058,26496.44,"June 07, 23",0.006058
2023-06-06,27243.45,27402.79,26121.06,26346.41,27238.783203,21929670693,21929670693,-897.04,-3.29,26651.94,"June 06, 23",-0.0329
2023-06-05,25742.0,27368.67,25331.0,27243.63,25760.097656,21513292646,21513292646,1501.63,5.83,26311.46,"June 05, 23",0.0583
2023-06-04,27121.57,27137.75,25391.0,25740.44,27119.066406,9360912318,9360912318,-1381.13,-5.09,26127.46,"June 04, 23",-0.0509
2023-06-03,27078.27,27489.0,26958.98,27126.0,27075.128906,8385597470,8385597470,47.73,0.17627,27196.38,"June 03, 23",0.0017627
2023-06-02,27252.67,27344.6,26923.35,27077.6,27249.589844,14837415000,14837415000,-175.07,-0.6424,27156.42,"June 02, 23",-0.006424
2023-06-01,26832.0,27312.2,26500.1,27250.69,26819.972656,14678970415,14678970415,418.69,1.56,27045.01,"June 01, 23",0.0156
2023-05-31,27215.1,27360.31,26571.5,26828.42,27219.658203,15656371534,15656371534,-386.68,-1.42,26909.37,"May 31, 23",-0.0142
2023-05-30,27700.68,27856.0,26841.3,27223.08,27702.349609,13251081851,13251081851,-477.6,-1.72,27157.14,"May 30, 23",-0.0172
2023-05-29,27744.8,28069.0,27555.0,27699.2,27745.884766,15181308984,15181308984,-45.6,-0.16436,27808.49,"May 29, 23",-0.0016436
2023-05-28,28071.91,28475.0,27534.81,27744.82,28085.646484,14545229578,14545229578,-327.09,-1.17,27948.56,"May 28, 23",-0.0117
2023-05-27,26873.7,28277.56,26780.11,28070.04,26868.353516,7892015141,7892015141,1196.34,4.45,27489.56,"May 27, 23",0.0445
2023-05-26,26711.09,26943.6,26554.8,26873.7,26719.291016,12711619225,12711619225,162.61,0.60877,26737.06,"May 26, 23",0.0060877
2023-05-25,26479.15,26950.0,26334.33,26736.0,26476.207031,13851122697,13851122697,256.85,0.97001,26664.73,"May 25, 23",0.0097001
2023-05-24,26321.42,26644.0,25864.35,26479.06,26334.818359,16299104428,16299104428,157.64,0.5989,26292.61,"May 24, 23",0.005989
2023-05-23,27222.86,27239.0,26067.0,26321.4,27225.726563,13697203143,13697203143,-901.46,-3.31,26482.59,"May 23, 23",-0.0331
2023-05-22,26854.09,27543.0,26803.46,27221.5,26851.277344,11056770492,11056770492,367.41,1.37,27253.07,"May 22, 23",0.0137
2023-05-21,26749.5,27130.0,26512.4,26854.73,26753.826172,8647416921,8647416921,105.23,0.39339,26819.42,"May 21, 23",0.0039339
2023-05-20,27111.1,27297.0,26667.4,26752.65,27129.585938,7044911360,7044911360,-358.45,-1.32,26959.09,"May 20, 23",-0.0132
2023-05-19,26890.27,27178.99,26834.2,27113.61,26890.128906,11258983301,11258983301,223.34,0.83056,26994.12,"May 19, 23",0.0083056
2023-05-18,26819.0,27219.0,26632.73,26890.27,26832.208984,15222938600,15222938600,71.27,0.26574,26887.65,"May 18, 23",0.0026574
2023-05-17,27402.3,27506.0,26345.0,26817.9,27398.802734,15140006925,15140006925,-584.4,-2.13,27034.52,"May 17, 23",-0.0213
2023-05-16,27037.72,27532.0,26543.87,27407.77,27036.650391,12732238816,12732238816,370.05,1.37,27014.43,"May 16, 23",0.0137
2023-05-15,27166.2,27313.0,26850.1,27037.68,27192.693359,14413231792,14413231792,-128.52,-0.47309,27055.67,"May 15, 23",-0.0047309
2023-05-14,26929.98,27678.73,26727.8,27171.13,26930.638672,10014858959,10014858959,241.15,0.89547,27326.81,"May 14, 23",0.0089547
2023-05-13,26788.4,27221.51,26581.52,26929.98,26784.078125,9999171605,9999171605,141.58,0.52851,26907.42,"May 13, 23",0.0052851
2023-05-12,26800.0,27105.5,26700.0,26786.3,26804.990234,19313599897,19313599897,-13.7,-0.0511194,26853.96,"May 12, 23",-0.000511194
2023-05-11,26986.79,27125.0,25810.0,26810.53,27000.789063,16724343943,16724343943,-176.26,-0.65313,26414.04,"May 11, 23",-0.0065313
2023-05-10,27621.5,27654.0,26702.0,26986.56,27621.755859,20656025026,20656025026,-634.94,-2.3,27172.81,"May 10, 23",-0.023
2023-05-09,27647.3,28340.0,26792.9,27624.01,27658.775391,14128593256,14128593256,-23.29,-0.08423969,27699.78,"May 09, 23",-0.0008423969
2023-05-08,27693.24,27846.0,27367.01,27635.0,27694.273438,19122903752,19122903752,-58.24,-0.2103,27601.59,"May 08, 23",-0.002103
2023-05-07,28472.68,28686.0,27279.66,27695.06,28454.978516,11301355486,11301355486,-777.62,-2.73,27874.6,"May 07, 23",-0.0273
2023-05-06,28898.86,29191.8,28429.12,28468.0,28904.623047,15913866714,15913866714,-430.86,-1.49,28879.72,"May 06, 23",-0.0149
2023-05-05,29538.87,29868.1,28338.0,28902.67,29534.384766,17936566518,17936566518,-636.2,-2.15,29072.58,"May 05, 23",-0.0215
2023-05-04,28859.31,29706.57,28810.0,29537.48,28847.710938,15548678514,15548678514,678.17,2.35,29330.79,"May 04, 23",0.0235
2023-05-03,29039.36,29412.0,28674.58,28857.23,29006.308594,19122972518,19122972518,-182.13,-0.62718,28965.99,"May 03, 23",-0.0062718
2023-05-02,28683.41,29282.0,28122.0,29038.75,28680.537109,16432924527,16432924527,355.34,1.24,28572.43,"May 02, 23",0.0124
2023-05-01,28101.0,28937.5,27871.44,28684.4,28091.568359,18655599976,18655599976,583.4,2.08,28388.32,"May 01, 23",0.0208
2023-04-30,29245.3,29348.6,27643.2,28077.26,29268.806641,14652199272,14652199272,-1168.04,-3.99,28372.0,"April 30, 23",-0.0399
2023-04-29,29249.24,29975.0,29095.92,29254.0,29248.488281,10662634333,10662634333,4.76,0.01627393,29500.14,"April 29, 23",0.0001627393
2023-04-28,29339.47,29470.0,29015.0,29249.35,29340.261719,17544464887,17544464887,-90.12,-0.30716,29298.49,"April 28, 23",-0.0030716
2023-04-27,29486.98,29606.45,28900.0,29338.63,29473.787109,27153445027,27153445027,-148.35,-0.5031,29294.86,"April 27, 23",-0.005031
2023-04-26,28430.21,29900.0,28387.07,29483.72,28422.701172,31854242019,31854242019,1053.51,3.71,29241.28,"April 26, 23",0.0371
2023-04-25,28300.9,30050.66,27230.77,28426.08,28307.597656,17733373139,17733373139,125.18,0.44232,28790.62,"April 25, 23",0.0044232
2023-04-24,27513.85,28400.0,27189.0,28304.42,27525.339844,17703288330,17703288330,790.57,2.87,27655.82,"April 24, 23",0.0287
2023-04-23,27592.33,28007.0,26965.14,27515.05,27591.384766,12785446832,12785446832,-77.28,-0.28008,27453.99,"April 23, 23",-0.0028008
2023-04-22,27820.99,27827.0,27333.0,27592.98,27817.5,13125734602,13125734602,-228.01,-0.81956,27563.94,"April 22, 23",-0.0081956
2023-04-21,27252.01,27892.2,27133.0,27821.41,27276.910156,20759504330,20759504330,569.4,2.09,27487.5,"April 21, 23",0.0209
2023-04-20,28248.18,28381.0,27133.0,27264.3,28245.988281,21340360360,21340360360,-983.88,-3.48,27826.21,"April 20, 23",-0.0348
2023-04-19,28809.0,29102.69,27991.32,28248.18,28822.679688,24571565421,24571565421,-560.82,-1.95,28592.07,"April 19, 23",-0.0195
2023-04-18,30392.0,30430.72,28577.0,28809.72,30397.552734,19480529496,19480529496,-1582.28,-5.21,29340.42,"April 18, 23",-0.0521
2023-04-17,29449.91,30527.0,29103.89,30393.4,29445.044922,17872186762,17872186762,943.49,3.2,30031.7,"April 17, 23",0.032
2023-04-16,30316.1,30340.21,29251.71,29449.91,30315.355469,12854816417,12854816417,-866.19,-2.86,29685.1,"April 16, 23",-0.0286
2023-04-15,30325.07,30623.0,30103.0,30326.09,30318.496094,11940685378,11940685378,1.02,0.00336355,30334.41,"April 15, 23",3.36355e-05
2023-04-14,30492.91,30624.1,30192.0,30324.11,30485.699219,22659995079,22659995079,-168.8,-0.55357,30386.96,"April 14, 23",-0.0055357
2023-04-13,30385.0,31050.0,30000.0,30492.92,30399.066406,17487721001,17487721001,107.92,0.35518,30588.01,"April 13, 23",0.0035518
2023-04-12,29912.18,30650.8,29867.0,30410.28,30139.052734,18651929926,18651929926,498.1,1.67,30299.54,"April 12, 23",0.0167
2023-04-11,30227.18,30517.0,29645.8,29912.2,30235.058594,20121259843,20121259843,-314.98,-1.04,30056.16,"April 11, 23",-0.0104
2023-04-10,29654.9,30586.0,29579.0,30227.19,29652.980469,19282400094,19282400094,572.29,1.93,30124.44,"April 10, 23",0.0193
2023-04-09,28342.28,29800.0,28136.0,29658.7,28333.050781,12175322951,12175322951,1316.42,4.64,28947.58,"April 09, 23",0.0464
2023-04-08,27958.19,28548.7,27767.0,28341.0,27947.794922,9373255556,9373255556,382.81,1.37,28133.44,"April 08, 23",0.0137
2023-04-07,27923.0,28175.89,27833.0,27958.8,27925.859375,10861680497,10861680497,35.8,0.12821,28012.15,"April 07, 23",0.0012821
2023-04-06,28052.74,28120.71,27755.0,27931.94,28044.140625,13837809380,13837809380,-120.8,-0.43062,27941.78,"April 06, 23",-0.0043062
2023-04-05,28152.0,28199.11,27700.0,28053.46,28177.984375,17052315986,17052315986,-98.54,-0.35003,27992.91,"April 05, 23",-0.0035003
2023-04-04,28178.66,28801.0,27813.1,28175.37,28168.089844,15284538859,15284538859,-3.29,-0.0116755,28327.96,"April 04, 23",-0.000116755
2023-04-03,27809.55,28450.0,27668.8,28179.64,27790.220703,19556501327,19556501327,370.09,1.33,28123.17,"April 03, 23",0.0133
2023-04-02,28188.34,28525.0,27212.7,27800.7,28199.308594,12284641999,12284641999,-387.64,-1.38,27983.4,"April 02, 23",-0.0138
2023-04-01,28471.03,28544.21,27839.0,28188.34,28411.035156,10876469901,10876469901,-282.69,-0.9929,28186.34,"April 01, 23",-0.009929
2023-03-31,28468.2,28826.45,28201.0,28471.46,28478.484375,19001327598,19001327598,3.26,0.01145137,28485.65,"March 31, 23",0.0001145137
2023-03-30,28034.76,28651.0,27504.0,28474.4,28033.5625,22435349951,22435349951,439.64,1.57,28227.63,"March 30, 23",0.0157
2023-03-29,28359.55,29190.04,27677.0,28035.46,28348.441406,20684945906,20684945906,-324.09,-1.14,28393.56,"March 29, 23",-0.0114
2023-03-28,27274.8,28654.06,27253.0,28359.54,27268.130859,17783600385,17783600385,1084.74,3.98,28188.51,"March 28, 23",0.0398
2023-03-27,27142.85,27529.0,26600.0,27274.15,27139.888672,18188895178,18188895178,131.3,0.48374,27042.02,"March 27, 23",0.0048374
2023-03-26,27995.27,28053.26,26491.9,27142.87,27994.330078,13878363192,13878363192,-852.4,-3.04,27325.38,"March 26, 23",-0.0304
2023-03-25,27489.56,28240.4,27438.0,27992.9,27494.707031,13383005987,13383005987,503.34,1.83,27836.96,"March 25, 23",0.0183
2023-03-24,27489.25,27829.7,27163.9,27488.18,27493.285156,25980310960,25980310960,-1.07,-0.00389243,27505.04,"March 24, 23",-3.89243e-05
2023-03-23,28352.95,28433.34,27000.0,27488.52,28333.972656,24220433689,24220433689,-864.43,-3.05,27879.8,"March 23, 23",-0.0305
2023-03-22,27324.05,28839.68,27094.0,28352.94,27307.4375,33382021890,33382021890,1028.89,3.77,28000.92,"March 22, 23",0.0377
2023-03-21,28201.22,28937.73,26591.0,27300.0,28175.816406,36102192830,36102192830,-901.22,-3.2,28043.8,"March 21, 23",-0.032
2023-03-20,27822.85,28605.32,27312.0,28201.24,27767.236328,44774027664,44774027664,378.39,1.36,28065.82,"March 20, 23",0.0136
2023-03-19,28058.15,28590.6,27130.0,27823.32,28038.675781,37769448859,37769448859,-234.83,-0.83694,27932.53,"March 19, 23",-0.0083694
2023-03-18,26980.35,28478.0,26838.0,28053.52,26965.878906,35723036817,35723036817,1073.17,3.98,27787.88,"March 18, 23",0.0398
2023-03-17,27453.75,27795.0,26547.0,26980.35,27423.929688,50730261335,50730261335,-473.4,-1.72,27343.43,"March 17, 23",-0.0172
2023-03-16,25052.11,27839.2,24946.86,27453.61,25052.789063,33866061747,33866061747,2401.5,9.59,26518.63,"March 16, 23",0.0959
2023-03-15,24377.14,25235.28,24186.0,25051.85,24375.960938,43655701450,43655701450,674.71,2.77,24793.55,"March 15, 23",0.0277
2023-03-14,24730.0,25324.0,23913.3,24377.16,24746.074219,54622230164,54622230164,-352.84,-1.43,24641.16,"March 14, 23",-0.0143
2023-03-13,24188.0,26553.9,24051.0,24762.66,24197.533203,49466362688,49466362688,574.66,2.38,25182.27,"March 13, 23",0.0238
2023-03-12,22216.02,24710.0,21867.8,24220.0,22163.949219,29279035521,29279035521,2003.98,9.02,23364.23,"March 12, 23",0.0902
2023-03-11,20619.34,22299.9,20357.0,22219.08,20632.410156,30180288176,30180288176,1599.74,7.76,21180.88,"March 11, 23",0.0776
2023-03-10,20230.07,20964.5,19863.0,20619.34,20187.244141,39578257695,39578257695,389.27,1.92,20406.62,"March 10, 23",0.0192
2023-03-09,20366.97,20382.0,19549.9,20230.08,20363.021484,30364664171,30364664171,-136.89,-0.67212,19974.43,"March 09, 23",-0.0067212
2023-03-08,21712.0,21836.0,20042.3,20367.01,21718.080078,22536575684,22536575684,-1344.99,-6.19,21096.84,"March 08, 23",-0.0619
2023-03-07,22194.8,22291.0,21580.84,21698.37,22219.769531,22765452204,22765452204,-496.43,-2.24,21992.82,"March 07, 23",-0.0224
2023-03-06,22410.13,22557.03,21904.3,22198.48,22429.757813,17353192895,17353192895,-211.65,-0.94444,22238.26,"March 06, 23",-0.0094444
2023-03-05,22431.99,22600.0,22264.73,22409.93,22435.513672,13317001733,13317001733,-22.06,-0.0983417,22428.62,"March 05, 23",-0.000983417
2023-03-04,22349.74,22667.2,22195.13,22432.69,22353.349609,11166012913,11166012913,82.95,0.37115,22435.27,"March 04, 23",0.0037115
2023-03-03,22362.0,22409.82,22150.71,22350.81,22362.679688,26062404610,26062404610,-11.19,-0.05004025,22335.56,"March 03, 23",-0.0005004025
2023-03-02,23468.79,23482.0,21910.0,22358.18,23475.466797,20386398516,20386398516,-1110.61,-4.73,22403.9,"March 02, 23",-0.0473
2023-03-01,23632.12,23808.0,23196.09,23468.29,23646.550781,24662841200,24662841200,-163.83,-0.69325,23429.21,"March 01, 23",-0.0069325
2023-02-28,23133.2,24009.0,23025.17,23646.0,23147.353516,20535363434,20535363434,512.8,2.22,23613.75,"February 28, 23",0.0222
2023-02-27,23489.12,23615.0,23027.24,23133.2,23522.871094,22660763494,22660763494,-355.92,-1.52,23356.95,"February 27, 23",-0.0152
2023-02-26,23556.83,23895.51,23108.4,23489.51,23561.212891,16644534842,16644534842,-67.32,-0.28578,23472.3,"February 26, 23",-0.0028578
2023-02-25,23160.63,23689.77,23052.78,23556.83,23175.375,16100721565,16100721565,396.2,1.71,23382.96,"February 25, 23",0.0171
2023-02-24,23186.88,23224.9,22716.47,23159.71,23198.126953,26811744928,26811744928,-27.17,-0.11718,23024.53,"February 24, 23",-0.0011718
2023-02-23,23945.31,24150.0,22520.0,23186.88,23947.492188,30476264066,30476264066,-758.43,-3.17,23430.38,"February 23, 23",-0.0317
2023-02-22,24185.13,24602.8,23612.59,23943.32,24188.84375,30199996781,30199996781,-241.81,-0.99983,24072.9,"February 22, 23",-0.0099983
2023-02-21,24462.0,24485.0,23578.0,24184.44,24436.353516,31252098714,31252098714,-277.56,-1.13,23972.72,"February 21, 23",-0.0113
2023-02-20,24844.21,25288.88,24153.96,24454.43,24829.148438,28987376573,28987376573,-389.78,-1.57,24658.13,"February 20, 23",-0.0157
2023-02-19,24278.47,25128.11,23841.08,24844.96,24327.642578,25555105670,25555105670,566.49,2.33,24669.85,"February 19, 23",0.0233
2023-02-18,24635.85,25209.0,24178.3,24281.31,24641.277344,19625427158,19625427158,-354.54,-1.44,24674.83,"February 18, 23",-0.0144
2023-02-17,24577.59,24879.33,24407.67,24636.23,24565.601563,41358451255,41358451255,58.64,0.23859,24629.5,"February 17, 23",0.0023859
2023-02-16,23525.0,25025.0,23340.4,24577.6,23623.474609,39316664596,39316664596,1052.6,4.47,24165.44,"February 16, 23",0.0447
2023-02-15,24325.0,25275.7,23500.0,23521.5,24307.841797,32483312909,32483312909,-803.5,-3.3,24567.47,"February 15, 23",-0.033
2023-02-14,22206.26,24393.0,22038.5,24329.04,22220.804688,26792596581,26792596581,2122.78,9.56,23270.71,"February 14, 23",0.0956
2023-02-13,21789.0,22339.0,21505.0,22206.27,21808.101563,23918742607,23918742607,417.27,1.92,21970.4,"February 13, 23",0.0192
2023-02-12,21793.0,21905.0,21354.0,21789.14,21788.203125,17821046406,17821046406,-3.86,-0.01771211,21639.66,"February 12, 23",-0.0001771211
2023-02-11,21863.73,22099.9,21631.0,21789.8,21870.875,16356226232,16356226232,-73.93,-0.33814,21879.74,"February 11, 23",-0.0033814
2023-02-10,21638.2,21909.8,21605.35,21863.73,21651.183594,27078406594,27078406594,225.53,1.04,21723.79,"February 10, 23",0.0104
2023-02-09,21800.62,21942.41,21467.43,21628.97,21819.039063,32572572185,32572572185,-171.65,-0.78736,21739.43,"February 09, 23",-0.0078736
2023-02-08,22962.73,23011.18,21700.0,21800.63,22939.398438,25371367758,25371367758,-1162.1,-5.06,22346.62,"February 08, 23",-0.0506
2023-02-07,23244.64,23451.01,22669.09,22964.38,23264.291016,27187964471,27187964471,-280.26,-1.21,23028.72,"February 07, 23",-0.0121
2023-02-06,22763.42,23350.0,22742.0,23244.67,22760.109375,23825006542,23825006542,481.25,2.11,23034.05,"February 06, 23",0.0211
2023-02-05,22936.34,23163.05,22599.9,22764.07,22955.666016,19564262605,19564262605,-172.27,-0.75108,22897.35,"February 05, 23",-0.0075108
2023-02-04,23329.47,23433.2,22758.01,22936.34,23331.847656,15639298538,15639298538,-393.13,-1.69,23063.91,"February 04, 23",-0.0169
2023-02-03,23433.48,23589.8,23248.0,23327.3,23449.322266,27083066007,27083066007,-106.18,-0.45311,23399.79,"February 03, 23",-0.0045311
2023-02-02,23497.29,23722.0,23208.01,23433.22,23471.871094,32066936882,32066936882,-64.07,-0.27267,23460.79,"February 02, 23",-0.0027267
2023-02-01,23735.3,24282.1,23367.87,23493.84,23723.769531,26683255504,26683255504,-241.46,-1.02,23840.26,"February 01, 23",-0.0102
2023-01-31,23127.15,23814.0,22753.6,23732.6,23139.283203,22837828665,22837828665,605.45,2.62,23209.24,"January 31, 23",0.0262
2023-01-30,22836.04,23317.9,22719.68,23128.86,22840.138672,27205595568,27205595568,292.82,1.28,23006.6,"January 30, 23",0.0128
2023-01-29,23744.34,23802.99,22500.0,22836.03,23774.566406,27423687259,27423687259,-908.31,-3.83,23155.39,"January 29, 23",-0.0383
2023-01-28,23029.56,23966.0,22974.75,23745.8,23031.089844,14712928379,14712928379,716.24,3.11,23522.99,"January 28, 23",0.0311
2023-01-27,23084.38,23196.99,22876.0,23028.95,23078.728516,25383335641,25383335641,-55.43,-0.24012,23016.1,"January 27, 23",-0.0024012
2023-01-26,23011.37,23511.9,22492.8,23084.4,23032.777344,26357839322,26357839322,73.03,0.31736,23016.72,"January 26, 23",0.0031736
2023-01-25,23054.0,23293.3,22853.0,23010.47,23117.859375,30685366709,30685366709,-43.53,-0.18882,23065.96,"January 25, 23",-0.0018882
2023-01-24,22636.0,23829.3,22320.0,23062.36,22636.46875,26405069715,26405069715,426.36,1.88,22821.19,"January 24, 23",0.0188
2023-01-23,22920.67,23165.56,22437.0,22633.8,22934.431641,26518700512,26518700512,-286.87,-1.25,22918.88,"January 23, 23",-0.0125
2023-01-22,22714.81,23180.55,22497.0,22920.29,22720.416016,24746386230,24746386230,205.48,0.90461,22849.26,"January 22, 23",0.0090461
2023-01-21,22789.34,23108.5,22298.15,22714.87,22777.625,32442278429,32442278429,-74.47,-0.32678,22780.49,"January 21, 23",-0.0032678
2023-01-20,22670.0,23428.6,22427.0,22789.37,22676.552734,28799154319,28799154319,119.37,0.52655,22922.06,"January 20, 23",0.0052655
2023-01-19,21084.05,22754.73,20856.0,22669.81,21086.792969,21152848261,21152848261,1585.76,7.52,21580.19,"January 19, 23",0.0752
2023-01-18,20674.03,21207.0,20656.52,21084.22,20688.78125,30005625418,30005625418,410.19,1.98,20886.62,"January 18, 23",0.0198
2023-01-17,21135.01,21650.21,20370.01,20674.29,21161.519531,24999983362,24999983362,-460.72,-2.18,21029.81,"January 17, 23",-0.0218
2023-01-16,21191.79,21679.1,20844.73,21136.33,21169.632813,26792494050,26792494050,-55.46,-0.26171,21223.36,"January 16, 23",-0.0026171
2023-01-15,20879.67,21484.9,20611.45,21197.0,20880.798828,19298407543,19298407543,317.33,1.52,21063.13,"January 15, 23",0.0152
2023-01-14,20956.2,21066.9,20527.3,20879.7,20976.298828,38967784639,38967784639,-76.5,-0.36505,20787.75,"January 14, 23",-0.0036505
2023-01-13,19934.07,21400.0,19893.25,20957.02,19909.574219,29225029694,29225029694,1022.95,5.13,20771.9,"January 13, 23",0.0513
2023-01-12,18847.77,20000.0,18714.8,19934.88,18869.587891,34971338710,34971338710,1087.11,5.77,19233.72,"January 12, 23",0.0577
2023-01-11,17953.0,19115.85,17866.0,18847.74,17934.896484,18372283782,18372283782,894.74,4.98,18384.1,"January 11, 23",0.0498
2023-01-10,17443.5,18009.0,17308.8,17944.27,17446.292969,15808338949,15808338949,500.77,2.87,17518.77,"January 10, 23",0.0287
2023-01-09,17177.94,17506.0,17145.1,17443.46,17196.554688,18624736866,18624736866,265.52,1.55,17313.57,"January 09, 23",0.0155
2023-01-08,17141.0,17400.0,17102.97,17177.98,17091.144531,9768827914,9768827914,36.98,0.21574,17244.75,"January 08, 23",0.0021574
2023-01-07,16945.1,17181.0,16910.41,17125.18,16955.078125,7714767174,7714767174,180.08,1.06,16971.71,"January 07, 23",0.0106
2023-01-06,16951.1,16990.0,16903.58,16942.37,16951.96875,14413662913,14413662913,-8.73,-0.05150108,16935.45,"January 06, 23",-0.0005150108
2023-01-05,16825.7,17200.0,16670.82,16948.06,16836.736328,13692758566,13692758566,122.36,0.72722,16840.05,"January 05, 23",0.0072722
2023-01-04,16849.3,16888.0,16750.07,16825.69,16863.238281,18421743322,18421743322,-23.61,-0.14012,16826.29,"January 04, 23",-0.0014012
2023-01-03,16669.7,17008.0,16645.87,16844.42,16679.857422,13903079207,13903079207,174.72,1.05,16835.99,"January 03, 23",0.0105
2023-01-02,16668.3,16810.0,16599.6,16669.47,16688.470703,12097775227,12097775227,1.17,0.00701931,16680.04,"January 02, 23",7.01931e-05
2023-01-01,16615.0,16803.0,16542.52,16666.95,16625.080078,9244361700,9244361700,51.95,0.31267,16692.51,"January 01, 23",0.0031267
2022-12-31,16532.0,16644.0,16490.0,16611.58,16547.496094,11239186456,11239186456,79.58,0.48137,16549.55,"December 31, 22",0.0048137
