date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2021-10-31,61346.17,62500.0,59449.1,60949.54,61318.957031,32241199927,32241199927,-396.63,-0.64654,61242.36,"October 31, 21",-0.0064654
2021-10-30,61896.76,62438.85,60000.0,61343.69,61888.832031,32157938616,32157938616,-553.07,-0.89354,61051.86,"October 30, 21",-0.0089354
2021-10-29,62264.0,62379.2,60660.02,61892.41,62227.964844,36856881767,36856881767,-371.59,-0.5968,61568.9,"October 29, 21",-0.005968
2021-10-28,60579.0,62980.0,60154.53,62276.72,60622.136719,45257083247,45257083247,1697.72,2.8,61582.22,"October 28, 21",0.028
2021-10-27,58471.06,62524.0,56425.0,60591.65,58482.386719,43657076893,43657076893,2120.59,3.63,60288.45,"October 27, 21",0.0363
2021-10-26,60285.0,61489.0,57950.0,58455.47,60363.792969,34878965587,34878965587,-1829.53,-3.03,59282.58,"October 26, 21",-0.0303
2021-10-25,63081.96,63332.60744575,59766.0,60337.62,63039.824219,31064911614,31064911614,-2744.34,-4.35,61814.4,"October 25, 21",-0.0435
2021-10-24,60847.91,63733.93,60632.0,63083.54,60930.835938,27316183882,27316183882,2235.63,3.67,62739.32,"October 24, 21",0.0367
2021-10-23,61300.02,61497.33,59510.0,60854.48,61393.617188,26882546034,26882546034,-445.54,-0.72682,60482.12,"October 23, 21",-0.0072682
2021-10-22,60682.88,61764.0,59610.4,61296.9,60692.265625,38434082775,38434082775,614.02,1.01,61002.01,"October 22, 21",0.0101
2021-10-21,62204.01,63757.9,59953.74,60687.64,62210.171875,45908121370,45908121370,-1516.37,-2.44,61837.12,"October 21, 21",-0.0244
2021-10-20,66021.26,66664.1,54100.0,62204.02,65992.835938,40788955582,40788955582,-3817.24,-5.78,64190.28,"October 20, 21",-0.0578
2021-10-19,64263.93176072,67016.5,63525.0,66026.54,64261.992188,40471196346,40471196346,1762.60824,2.74,65673.59,"October 19, 21",0.0274
2021-10-18,62042.4,64500.0,61320.0,64303.14,62026.078125,38055562075,38055562075,2260.74,3.64,62997.77,"October 18, 21",0.0364
2021-10-17,61530.07,62682.0,59013.0,62042.41,61553.617188,29032367511,29032367511,512.34,0.83267,61676.17,"October 17, 21",0.0083267
2021-10-16,60867.05,61744.17,58900.2,61527.11,60892.179688,34250964237,34250964237,660.06,1.08,60607.23,"October 16, 21",0.0108
2021-10-15,61690.32,62400.0,60100.27,60877.42,61593.949219,51780081801,51780081801,-812.9,-1.32,61219.25,"October 15, 21",-0.0132
2021-10-14,57359.51,62944.94,56867.11,61695.4,57321.523438,36615791366,36615791366,4335.89,7.56,60261.76,"October 14, 21",0.0756
2021-10-13,57367.32,58580.4,56825.0,57359.51,57401.097656,41684252783,41684252783,-7.81,-0.01361402,57639.29,"October 13, 21",-0.0001361402
2021-10-12,56005.1,57777.0,54231.0,57367.32,56041.058594,41083758949,41083758949,1362.22,2.43,56004.35,"October 12, 21",0.0243
2021-10-11,57470.0,57701.0,53837.51997218,56005.1,57484.789063,42637331698,42637331698,-1464.9,-2.55,56277.21,"October 11, 21",-0.0255
2021-10-10,54679.0,57855.79,54411.54,57487.44,54771.578125,39527792364,39527792364,2808.44,5.14,56771.46,"October 10, 21",0.0514
2021-10-09,54963.29,56561.0,51000.0,54730.88,54968.222656,32491211414,32491211414,-232.41,-0.42285,55273.08,"October 09, 21",-0.0042285
2021-10-08,53965.18,55515.1,53674.69,54962.29,53967.847656,34800873924,34800873924,997.11,1.85,54791.0,"October 08, 21",0.0185
2021-10-07,53816.16,56168.0,53623.02,53963.82,53805.984375,36807860413,36807860413,147.66,0.27438,54678.45,"October 07, 21",0.0027438
2021-10-06,55346.95,55360.32,53289.57,53797.82,55361.449219,49034730168,49034730168,-1549.13,-2.8,54326.06,"October 06, 21",-0.028
2021-10-05,51509.27,55800.0,50366.4,55339.48,51514.8125,35873904236,35873904236,3830.21,7.44,53471.94,"October 05, 21",0.0744
2021-10-04,49244.13,51922.0,49057.18,51493.99,49112.902344,33383173002,33383173002,2249.86,4.57,50390.52,"October 04, 21",0.0457
2021-10-03,48233.99,49530.53,46895.8,49245.54,48199.953125,26638115879,26638115879,1011.55,2.1,48396.98,"October 03, 21",0.021
2021-10-02,47649.0,49300.0,47119.87,48233.99,47711.488281,30614346492,30614346492,584.99,1.23,48184.45,"October 02, 21",0.0123
2021-10-01,48165.76,48361.83,47438.0,47707.78,48116.941406,42850641582,42850641582,-457.98,-0.95084,47870.73,"October 01, 21",-0.0095084
2021-09-30,43828.89,48500.0,43287.44,48165.76,43790.894531,31141681925,31141681925,4336.87,9.9,46675.66,"September 30, 21",0.099
2021-09-29,41519.11,44122.0,41409.67,43770.97,41564.363281,30602359905,30602359905,2251.86,5.42,43263.91,"September 29, 21",0.0542
2021-09-28,41046.0,42638.99,40750.0,41522.16,41034.542969,30214940550,30214940550,476.16,1.16,41740.32,"September 28, 21",0.0116
2021-09-27,42166.31,42780.0,40875.6,41026.07,42235.730469,30980029059,30980029059,-1140.24,-2.7,41786.19,"September 27, 21",-0.027
2021-09-26,43172.16,44377.7,42111.0,42171.76,43208.539063,30661222077,30661222077,-1000.4,-2.32,43428.46,"September 26, 21",-0.0232
2021-09-25,42705.51,43963.0,40791.1,43164.87,42716.59375,31604717236,31604717236,459.36,1.08,42629.08,"September 25, 21",0.0108
2021-09-24,42861.0,43021.7,41645.4,42695.59,42839.75,42839345714,42839345714,-165.41,-0.38592,42525.91,"September 24, 21",-0.0038592
2021-09-23,44896.55,45200.0,40683.29,42848.44,44895.097656,34244064430,34244064430,-2048.11,-4.56,42644.87,"September 23, 21",-0.0456
2021-09-22,43575.19,45013.17,43096.73,44897.59,43574.507813,38139709246,38139709246,1322.4,3.03,44133.87,"September 22, 21",0.0303
2021-09-21,40736.81,44035.44,40570.42,43589.53,40693.675781,48701090088,48701090088,2852.72,7.0,42642.86,"September 21, 21",0.07
2021-09-20,43025.0,43643.34,39573.21,40719.6,42843.800781,43909845642,43909845642,-2305.4,-5.36,41901.6,"September 20, 21",-0.0536
2021-09-19,47257.86,47358.92,42453.97,43012.97,47260.21875,26967722648,26967722648,-4244.89,-8.98,44239.98,"September 19, 21",-0.0898
2021-09-18,48309.04,48389.52,46837.0,47255.92,48278.363281,28575630451,28575630451,-1053.12,-2.18,47614.75,"September 18, 21",-0.0218
2021-09-17,47296.15646179,48834.0,47050.0,48314.56,47267.519531,28727713711,28727713711,1018.40354,2.15,48219.29,"September 17, 21",0.0215
2021-09-16,47753.15,48185.9,46712.14,47296.0,47783.359375,31764293754,31764293754,-457.15,-0.95732,47479.12,"September 16, 21",-0.0095732
2021-09-15,48137.76809977,48530.0,47020.82,47753.16,48176.347656,30484496466,30484496466,-384.6081,-0.79897,47811.12,"September 15, 21",-0.0079897
2021-09-14,47127.81,48481.0,46702.26,48148.12,47092.492188,38652152880,38652152880,1020.31,2.16,47680.47,"September 14, 21",0.0216
2021-09-13,44958.0,47274.92,44679.92,47127.22,44963.074219,40969943253,40969943253,2169.22,4.82,46251.11,"September 13, 21",0.0482
2021-09-12,46039.0,46900.0,43374.9,44947.72,46063.269531,27881980161,27881980161,-1091.28,-2.37,44790.84,"September 12, 21",-0.0237
2021-09-11,45173.66,46491.63,44752.96,46024.23,45201.457031,34499835245,34499835245,850.57,1.88,45639.42,"September 11, 21",0.0188
2021-09-10,44851.0,45993.32,44730.29,45171.83,44883.910156,39154666597,39154666597,320.83,0.71532,45365.42,"September 10, 21",0.0071532
2021-09-09,46394.38,47044.0,44125.0,44851.45,46391.421875,38672657013,38672657013,-1542.93,-3.33,45677.2,"September 09, 21",-0.0333
2021-09-08,46059.94,47419.95,45498.7,46400.0,46091.390625,49007762488,49007762488,340.06,0.7383,46471.6,"September 08, 21",0.007383
2021-09-07,46854.0,47386.72,44423.49,46060.36,46811.128906,65210059683,65210059683,-793.64,-1.69,46129.89,"September 07, 21",-0.0169
2021-09-06,52672.0,52956.47,42000.0,46849.0,52633.535156,38884105426,38884105426,-5823.0,-11.06,48274.59,"September 06, 21",-0.1106
2021-09-05,51768.0,52810.0,51020.08,52698.81,51753.410156,30322676319,30322676319,930.81,1.8,51843.12,"September 05, 21",0.018
2021-09-04,49944.89,51907.08,49470.0,51789.17,49944.625,37471327794,37471327794,1844.28,3.69,50746.62,"September 04, 21",0.0369
2021-09-03,50025.0,50570.94,49363.6,49942.98,50025.375,43206179619,43206179619,-82.02,-0.16396,50008.79,"September 03, 21",-0.0016396
2021-09-02,49279.38,51142.0,48332.0,50018.6,49327.722656,39508070319,39508070319,739.22,1.5,50032.55,"September 02, 21",0.015
2021-09-01,48834.27,50392.19,48620.73,49279.37,48847.027344,39139399125,39139399125,445.1,0.91145,49694.12,"September 01, 21",0.0091145
2021-08-31,47110.33,49139.0,46532.42,48823.0,47166.6875,34730363427,34730363427,1712.67,3.64,47800.93,"August 31, 21",0.0364
2021-08-30,46996.8,48270.33,46699.0,47112.5,47054.984375,31847007016,31847007016,115.7,0.24619,47340.51,"August 30, 21",0.0024619
2021-08-29,48802.58,48924.66460268,46855.41,46993.71,48829.832031,25889650240,25889650240,-1808.87,-3.71,47984.4,"August 29, 21",-0.0371
2021-08-28,48942.89,49667.1,47760.0,48800.0,48902.402344,28568103401,28568103401,-142.89,-0.29195,48706.38,"August 28, 21",-0.0029195
2021-08-27,49081.08,49325.0,48244.88,48914.0,49058.667969,34511076995,34511076995,-167.08,-0.34042,48884.98,"August 27, 21",-0.0034042
2021-08-26,46851.47,49187.0,46361.01,49077.57,46942.21875,32666549568,32666549568,2226.1,4.75,47797.1,"August 26, 21",0.0475
2021-08-25,48992.29076835,49387.6,46284.8,46848.9,48960.789063,32646349931,32646349931,-2143.39077,-4.37,47219.77,"August 25, 21",-0.0437
2021-08-24,47683.32,49277.0,47100.0,48987.33,47706.117188,35361168834,35361168834,1304.01,2.73,48209.1,"August 24, 21",0.0273
2021-08-23,49523.0,49893.5,47555.0,47682.45,49546.148438,34305053719,34305053719,-1840.55,-3.72,48665.0,"August 23, 21",-0.0372
2021-08-22,49284.38,50562.11,49010.0,49506.5,49321.652344,25370975378,25370975378,222.12,0.45069,49885.25,"August 22, 21",0.0045069
2021-08-21,48883.84,49540.01,48058.1,49284.63,48905.492188,40585205312,40585205312,400.79,0.81988,48834.57,"August 21, 21",0.0081988
2021-08-20,49349.99,49833.02,48219.0,48837.0,49339.175781,34706867452,34706867452,-512.99,-1.04,49042.93,"August 20, 21",-0.0104
2021-08-19,46769.02,49436.1,46644.95,49342.4,46717.578125,37204312299,37204312299,2573.38,5.5,48015.39,"August 19, 21",0.055
2021-08-18,44709.1,47114.99,43935.54,46770.14,44801.1875,32194123075,32194123075,2061.04,4.61,45404.52,"August 18, 21",0.0461
2021-08-17,44675.34,46041.62,44216.47,44707.98,44695.359375,33451362600,33451362600,32.64,0.07306044,45137.59,"August 17, 21",0.0007306044
2021-08-16,45903.23,47183.37,44401.2,44671.58,46004.484375,32776876610,32776876610,-1231.65,-2.68,45802.29,"August 16, 21",-0.0268
2021-08-15,47014.38,48076.52,45654.14,45902.46,47047.003906,30988958446,30988958446,-1111.92,-2.37,46859.26,"August 15, 21",-0.0237
2021-08-14,47109.64,47424.0,45471.0,47014.49,47096.945313,31211354442,31211354442,-95.15,-0.20198,46410.04,"August 14, 21",-0.0020198
2021-08-13,47836.0,48190.0,45935.0,47109.65,47793.320313,31744259539,31744259539,-726.35,-1.52,47030.33,"August 13, 21",-0.0152
2021-08-12,44413.85,47967.0,44249.64,47833.64,44428.289063,33723620826,33723620826,3419.79,7.7,46356.52,"August 12, 21",0.077
2021-08-11,45534.0,46236.7,43714.36,44422.14,45593.636719,34319709073,34319709073,-1111.86,-2.44,44798.65,"August 11, 21",-0.0244
2021-08-10,45602.44,46787.6,45341.0,45531.0,45585.03125,33546019517,33546019517,-71.44,-0.15666,46135.21,"August 10, 21",-0.0015666
2021-08-09,46280.0,46759.0,44635.0,45595.65,46365.402344,38734079049,38734079049,-684.35,-1.48,45571.32,"August 09, 21",-0.0148
2021-08-08,43833.04,46529.02,42790.0,46282.21851123,43798.117188,36302664750,36302664750,2449.17851,5.59,45092.83,"August 08, 21",0.0559
2021-08-07,44626.62,45363.83,43131.97,43845.6,44555.800781,40030862141,40030862141,-781.02,-1.75,44284.77,"August 07, 21",-0.0175
2021-08-06,42853.0,44763.14,42251.0,44637.34,42816.5,38226483046,38226483046,1784.34,4.16,43614.9,"August 06, 21",0.0416
2021-08-05,40888.73,43401.9,39876.74,42869.58,40869.554688,35185031017,35185031017,1980.85,4.84,41675.98,"August 05, 21",0.0484
2021-08-04,39732.14,41447.89,37300.0,40888.74,39747.503906,25372562724,25372562724,1156.6,2.91,39493.13,"August 04, 21",0.0291
2021-08-03,38189.4,39973.94,37481.0,39722.41,38152.980469,26189830450,26189830450,1533.01,4.01,38827.87,"August 03, 21",0.0401
2021-08-02,39152.6,39792.83,37627.21,38191.44,39201.945313,25595265436,25595265436,-961.16,-2.45,38373.31,"August 02, 21",-0.0245
2021-08-01,39851.22,40459.68,38687.62,39152.3,39974.894531,26688438115,26688438115,-698.92,-1.75,39535.76,"August 01, 21",-0.0175
2021-07-31,41489.16,42614.85,39413.5,39865.41,41626.195313,25802845343,25802845343,-1623.75,-3.91,41225.7,"July 31, 21",-0.0391
2021-07-30,42236.72,42414.61,41007.51,41488.5,42235.546875,33072782960,33072782960,-748.22,-1.77,41675.26,"July 30, 21",-0.0177
2021-07-29,40039.44,42335.5,38331.37,42214.50801313,40008.421875,27167146027,27167146027,2175.06801,5.43,40077.24,"July 29, 21",0.0543
2021-07-28,40030.65,40662.8,39229.47,40000.0,39995.90625,38702404695,38702404695,-30.65,-0.07656633,39875.25,"July 28, 21",-0.0007656633
2021-07-27,39490.0,40927.53,38786.8,40035.1,39406.941406,35097370560,35097370560,545.1,1.38,39886.59,"July 27, 21",0.0138
2021-07-26,37265.93349564,39589.0,36386.19,39500.0,37337.535156,51022126212,51022126212,2234.0665,5.99,37769.99,"July 26, 21",0.0599
2021-07-25,35428.25,40595.0,35233.0,37262.77,35350.1875,20856685287,20856685287,1834.52,5.18,38316.4,"July 25, 21",0.0518
2021-07-24,34291.67,35451.04,33869.9,35428.26,34292.445313,21664706865,21664706865,1136.59,3.31,34469.07,"July 24, 21",0.0331
2021-07-23,33650.0,34534.32,33419.31,34283.01,33581.550781,22552046192,22552046192,633.01,1.88,33942.61,"July 23, 21",0.0188
2021-07-22,32287.75,33684.17,32000.0,33647.26,32313.105469,19555230518,19555230518,1359.51,4.21,32602.24,"July 22, 21",0.0421
2021-07-21,32154.68,32611.84,31703.15,32287.74,32110.693359,28203024559,28203024559,133.06,0.41381,32177.51,"July 21, 21",0.0041381
2021-07-20,29796.15,32875.42,29500.0,32154.0,29807.347656,23148267245,23148267245,2357.85,7.91,31451.65,"July 20, 21",0.0791
2021-07-19,30842.04,31079.0,29288.6,29796.16,30817.832031,20434789545,20434789545,-1045.88,-3.39,29801.07,"July 19, 21",-0.0339
2021-07-18,31786.37,31928.0,30400.0,30842.03,31796.810547,18787986667,18787986667,-944.34,-2.97,30972.27,"July 18, 21",-0.0297
2021-07-17,31533.9,32453.0,31100.0,31788.25,31533.068359,18895018942,18895018942,254.35,0.80659,31761.46,"July 17, 21",0.0080659
2021-07-16,31389.57,32000.0,31175.2,31533.91,31421.539063,23699476918,23699476918,144.34,0.45983,31558.07,"July 16, 21",0.0045983
2021-07-15,31872.49,32271.0,31012.93,31388.06,31780.730469,21300524237,21300524237,-484.43,-1.52,31753.62,"July 15, 21",-0.0152
2021-07-14,32821.0,33200.0,31064.77,31890.0,32822.347656,21376531210,21376531210,-931.0,-2.84,31885.32,"July 14, 21",-0.0284
2021-07-13,32729.0,33128.0,31555.6,32816.39,32702.025391,19120856669,19120856669,87.39,0.26701,32414.18,"July 13, 21",0.0026701
2021-07-12,33077.43,33340.7,32190.0,32734.14,33155.847656,24321499537,24321499537,-343.29,-1.04,32731.15,"July 12, 21",-0.0104
2021-07-11,34246.9,34677.0,32600.0,33078.0,34240.1875,20108729370,20108729370,-1168.9,-3.41,33404.32,"July 11, 21",-0.0341
2021-07-10,33515.35,34635.82,33316.0,34246.9,33520.519531,22971873468,22971873468,731.55,2.18,33931.78,"July 10, 21",0.0218
2021-07-09,33768.0,34267.14,32968.2,33515.35,33798.011719,27436021028,27436021028,-252.65,-0.74819,33693.87,"July 09, 21",-0.0074819
2021-07-08,32875.95,34115.44,32237.0,33824.26,32877.371094,29910396946,29910396946,948.31,2.88,33235.24,"July 08, 21",0.0288
2021-07-07,33879.5,33946.8,32063.0,32882.2,33855.328125,24796027477,24796027477,-997.3,-2.94,32862.12,"July 07, 21",-0.0294
2021-07-06,34218.54,35091.0,33770.01,33885.1,34235.195313,26501259870,26501259870,-333.44,-0.97444,34533.14,"July 06, 21",-0.0097444
2021-07-05,33697.78,35196.0,33300.0,34225.73,33746.003906,26721554282,26721554282,527.95,1.57,34196.71,"July 05, 21",0.0157
2021-07-04,35284.06,35305.1,33080.3,33697.78,35287.78125,24924307911,24924307911,-1586.28,-4.5,34021.73,"July 04, 21",-0.045
2021-07-03,34685.03,35960.0,34376.0,35284.05,34668.546875,24383958643,24383958643,599.02,1.73,35362.46,"July 03, 21",0.0173
2021-07-02,33805.0,34959.72,33320.0,34688.3,33897.046875,38728974942,38728974942,883.3,2.61,34370.74,"July 02, 21",0.0261
2021-07-01,33537.11,34000.0,32700.0,33805.02,33572.117188,37838957079,37838957079,267.91,0.79885,33318.56,"July 01, 21",0.0079885
2021-06-30,35060.0,35071.34,32700.88,33516.11,35040.835938,34059036099,34059036099,-1543.89,-4.4,33617.01,"June 30, 21",-0.044
2021-06-29,35906.17,36099.82,34033.0,35060.0,35867.777344,37901460044,37901460044,-846.17,-2.36,34893.13,"June 29, 21",-0.0236
2021-06-28,34493.22,36675.0,34226.75253341,35922.41743186,34434.335938,33892523752,33892523752,1429.19743,4.14,35710.21,"June 28, 21",0.0414
2021-06-27,34743.0,35357.13,33864.99,34493.22,34649.644531,35511640894,35511640894,-249.78,-0.71894,34525.53,"June 27, 21",-0.0071894
2021-06-26,32275.9,34794.0,32002.21,34675.3,32186.277344,38585385521,38585385521,2399.4,7.43,33154.27,"June 26, 21",0.0743
2021-06-25,31577.3,32714.46,30082.79,32355.66423628,31637.779297,40230904226,40230904226,778.36424,2.46,31298.7,"June 25, 21",0.0246
2021-06-24,34654.87,35517.22,31264.0,31594.63,34662.4375,33123368116,33123368116,-3060.24,-8.83,33018.72,"June 24, 21",-0.0883
2021-06-23,33688.51,35311.2,32300.0,34665.0,33723.027344,46317108925,46317108925,976.49,2.9,33884.95,"June 23, 21",0.029
2021-06-22,32547.57,35000.0,31670.89,33688.35,32505.660156,58964353058,58964353058,1140.78,3.5,33751.07,"June 22, 21",0.035
2021-06-21,31609.82,33368.0,28600.0,32538.36,31676.693359,52809038594,52809038594,928.54,2.94,31200.21,"June 21, 21",0.0294
2021-06-20,35585.79,35832.0,31238.69,31609.82,35698.296875,36664034054,36664034054,-3975.97,-11.17,32874.13,"June 20, 21",-0.1117
2021-06-19,35484.8,36226.37661535,33337.0,35585.78,35615.871094,31207279719,31207279719,100.98,0.28457,34726.18,"June 19, 21",0.0028457
2021-06-18,35856.05095893,36457.18,34718.21,35570.0,35787.246094,36200887275,36200887275,-286.05096,-0.79778,35763.49,"June 18, 21",-0.0079778
2021-06-17,38074.0,38216.22,35126.0,35845.0,38053.503906,37096670047,37096670047,-2229.0,-5.85,36609.23,"June 17, 21",-0.0585
2021-06-16,38351.0,39561.4,37350.0,38073.0,38347.0625,39211635100,39211635100,-278.0,-0.72488,38433.12,"June 16, 21",-0.0072488
2021-06-15,40143.0,40506.59,38095.41,38334.0,40406.269531,46420149185,46420149185,-1809.0,-4.51,39138.96,"June 15, 21",-0.0451
2021-06-14,40539.83,41341.8,39445.88757188,40162.37,40218.476563,43148914673,43148914673,-377.46,-0.93108,40287.32,"June 14, 21",-0.0093108
2021-06-13,38998.89297611,41076.03,38732.0,40539.47,39097.859375,40669112838,40669112838,1540.57702,3.95,39900.33,"June 13, 21",0.0395
2021-06-12,35563.66,39409.4,34780.57,38998.89297611,35552.515625,37924228550,37924228550,3435.23298,9.66,37289.69,"June 12, 21",0.0966
2021-06-11,37341.7,37461.34593121,34630.0,35554.03,37334.398438,38699736985,38699736985,-1787.67,-4.79,35702.55,"June 11, 21",-0.0479
2021-06-10,36680.0,37695.0,35929.0,37339.12,36702.597656,43576032854,43576032854,659.12,1.8,37009.74,"June 10, 21",0.018
2021-06-09,37404.75,38446.24,35800.0,36691.37,37345.121094,53972919008,53972919008,-713.38,-1.91,37074.89,"June 09, 21",-0.0191
2021-06-08,33402.13,37573.99,32408.53,37366.29695482,33472.632813,49902050442,49902050442,3964.16695,11.87,35219.61,"June 08, 21",0.1187
2021-06-07,33567.51,34085.61,31004.95,33402.13,33560.707031,33683936663,33683936663,-165.38,-0.49268,32668.73,"June 07, 21",-0.0049268
2021-06-06,35798.8,36812.39,33321.09,33575.91,35862.378906,28913440585,28913440585,-2222.89,-6.21,35402.68,"June 06, 21",-0.0621
2021-06-05,35539.83,36510.58,35218.0,35800.48,35551.957031,35959473399,35959473399,260.65,0.7334,35897.1,"June 05, 21",0.007334
2021-06-04,36856.53,37935.8,34822.56648447,35534.6,36894.40625,41831090187,41831090187,-1321.93,-3.59,36180.5,"June 04, 21",-0.0359
2021-06-03,39225.5146501,39291.24,35576.67,36856.52,39208.765625,35460750427,35460750427,-2368.99465,-6.04,37014.13,"June 03, 21",-0.0604
2021-06-02,37581.83,39490.0,37159.1,39226.0,37575.179688,33070867190,33070867190,1644.17,4.37,38607.06,"June 02, 21",0.0437
2021-06-01,36684.99,38256.3,35920.0,37581.82,36684.925781,34639423297,34639423297,896.83,2.44,37416.58,"June 01, 21",0.0244
2021-05-31,37276.24,37934.3,35655.04,36685.0,37332.855469,39009847639,39009847639,-591.24,-1.59,36618.38,"May 31, 21",-0.0159
2021-05-30,35669.44,37540.96,34160.0,37279.31,35678.128906,31646080921,31646080921,1609.87,4.51,36182.44,"May 30, 21",0.0451
2021-05-29,34644.09,36516.99,33333.0,35669.44,34616.066406,45231013335,45231013335,1025.35,2.96,35359.94,"May 29, 21",0.0296
2021-05-28,35680.48,37381.0,33617.0,34627.82,35697.605469,55200191952,55200191952,-1052.66,-2.95,35084.26,"May 28, 21",-0.0295
2021-05-27,38556.88,38905.12,34688.0,35680.47,38436.96875,43210968721,43210968721,-2876.41,-7.46,36360.8,"May 27, 21",-0.0746
2021-05-26,39293.23,40500.0,37119.79,38556.88,39294.199219,51346735160,51346735160,-736.35,-1.87,38845.0,"May 26, 21",-0.0187
2021-05-25,38361.81,40904.0,37803.79,39293.23,38402.222656,56211915803,56211915803,931.42,2.43,39189.62,"May 25, 21",0.0243
2021-05-24,38848.36,40000.0,36455.0,38361.81,38705.980469,67359584098,67359584098,-486.55,-1.25,37999.25,"May 24, 21",-0.0125
2021-05-23,34735.35,39989.9,34394.06,38845.0,34770.582031,78469274361,78469274361,4109.65,11.83,37320.93,"May 23, 21",0.1183
2021-05-22,37575.0,38384.0,31062.09,34672.64,37536.632813,57377273240,57377273240,-2902.36,-7.72,34201.17,"May 22, 21",-0.0772
2021-05-21,37379.0,38956.0,35205.54,37476.83,37304.691406,82051616861,82051616861,97.83,0.26172,37489.42,"May 21, 21",0.0026172
2021-05-20,40623.24,42298.12038263,33496.82,37391.27112492,40782.738281,88281943359,88281943359,-3231.96888,-7.96,38042.54,"May 20, 21",-0.0796
2021-05-19,36793.39,43000.0,34900.0,40623.33,37002.441406,126358098747,126358098747,3829.94,10.41,39656.77,"May 19, 21",0.1041
2021-05-18,42865.05,43601.63,29257.95,36742.3,42909.402344,56187365084,56187365084,-6122.75,-14.28,37932.06,"May 18, 21",-0.1428
2021-05-17,43580.48,45872.05,42023.69,42877.75,43537.511719,74903638450,74903638450,-702.73,-1.61,43948.88,"May 17, 21",-0.0161
2021-05-16,46450.78,46796.0,42100.0,43580.5,46456.058594,64047871555,64047871555,-2870.28,-6.18,43951.24,"May 16, 21",-0.0618
2021-05-15,46771.01,49870.0,43769.4,46450.79,46760.1875,59161047474,59161047474,-320.22,-0.68465,46612.73,"May 15, 21",-0.0068465
2021-05-14,49835.98,50827.3,46448.53,46771.09,49880.535156,55737497453,55737497453,-3064.89,-6.15,48614.47,"May 14, 21",-0.0615
2021-05-13,49711.64,51572.0,48873.4,49893.48,49716.191406,96721152926,96721152926,181.84,0.36579,50252.91,"May 13, 21",0.0036579
2021-05-12,49529.48,52500.0,45000.0,49690.11,49150.535156,75215403907,75215403907,160.63,0.32431,49407.8,"May 12, 21",0.0032431
2021-05-11,56683.65,58041.0,48500.0,49498.77,56704.574219,61308396325,61308396325,-7184.88,-12.68,54558.65,"May 11, 21",-0.1268
2021-05-10,55854.43,56972.33,54138.73738416,56753.19,55859.796875,71776546298,71776546298,898.76,1.61,55825.59,"May 10, 21",0.0161
2021-05-09,58325.61,59603.0,53470.0,55866.41,58232.316406,65906690347,65906690347,-2459.2,-4.22,57181.28,"May 09, 21",-0.0422
2021-05-08,58951.5,59300.62,56250.4,58312.57,58803.777344,65382980634,65382980634,-638.93,-1.08,57862.89,"May 08, 21",-0.0108
2021-05-07,57371.02,59564.24,56930.0,58958.05,57356.402344,68434023376,68434023376,1587.03,2.77,58641.63,"May 07, 21",0.0277
2021-05-06,56444.82,58743.85,55265.0,57380.39,56396.515625,69523285106,69523285106,935.57,1.66,57043.49,"May 06, 21",0.0166
2021-05-05,57494.2,58420.83,55250.01,56440.66,57424.007813,69241316747,69241316747,-1053.54,-1.83,56837.28,"May 05, 21",-0.0183
2021-05-04,53221.75,57999.8,52913.02,57515.69,53333.539063,68564706967,68564706967,4293.94,8.07,56066.87,"May 04, 21",0.0807
2021-05-03,57227.64,57250.85,53057.7,53238.99,57200.292969,51713139031,51713139031,-3988.65,-6.97,55097.99,"May 03, 21",-0.0697
2021-05-02,56625.21,59000.0,56450.5,57212.73,56631.078125,38177405335,38177405335,587.52,1.04,57841.5,"May 02, 21",0.0104
2021-05-01,57774.0,57972.26,56047.97,56628.6,57828.050781,42836427360,42836427360,-1145.4,-1.98,56805.88,"May 01, 21",-0.0198
2021-04-30,57798.77,58550.0,57000.0,57859.28,57750.175781,52395931985,52395931985,60.51,0.10469,57765.71,"April 30, 21",0.0010469
2021-04-29,53580.0,58075.01,53047.29,57630.0,53555.109375,46088929780,46088929780,4050.0,7.56,55647.71,"April 29, 21",0.0756
2021-04-28,54861.0,55246.3,52323.21,53580.0,54824.703125,48000572955,48000572955,-1281.0,-2.33,53734.49,"April 28, 21",-0.0233
2021-04-27,55077.4,56500.0,53770.9,54894.03,55033.117188,49448222757,49448222757,-183.37,-0.33293,54822.2,"April 27, 21",-0.0033293
2021-04-26,54094.0,55519.37,53250.0,55069.62,54021.753906,58284039825,58284039825,975.62,1.8,54622.01,"April 26, 21",0.018
2021-04-25,49121.0,54419.5,48780.0,54053.22,49004.253906,46117114240,46117114240,4932.22,10.04,52858.46,"April 25, 21",0.1004
2021-04-24,50101.42,50671.0,46985.02,49121.0,50050.867188,49014494781,49014494781,-980.42,-1.96,49203.22,"April 24, 21",-0.0196
2021-04-23,51177.77,51260.61,48664.67,50089.14,51093.652344,86668667320,86668667320,-1088.63,-2.13,49979.65,"April 23, 21",-0.0213
2021-04-22,51695.98,52131.34,47459.37,51187.27,51762.273438,74798630778,74798630778,-508.71,-0.98404,49765.48,"April 22, 21",-0.0098404
2021-04-21,53823.48,55500.0,50400.0,51701.59,53906.089844,54926612466,54926612466,-2121.89,-3.94,53279.59,"April 21, 21",-0.0394
